observation_id,strain,concentration_ugml,treatment,timepoint_hrs,biological_replicate,technical_replicate,plate,od600_planktonic,log10_cfu_ml,biofilm_od570,metabolic_rfu,pct_inhibition_od600,pct_inhibition_biofilm,pct_inhibition_metabolic
OBS_00445,PA14,16,AMP-247,4,2,1,Plate_B,0.4717,9.25,0.3544,5563,-14.6,-15.4,10.3
OBS_00446,PA14,16,AMP-247,4,2,2,Plate_B,0.4292,9.45,0.3732,6173,-4.3,-21.5,0.5
OBS_00447,PA14,16,AMP-247,4,2,3,Plate_B,0.5806,9.03,0.4276,9717,-41.1,-39.2,-56.6
OBS_00448,PA14,16,AMP-247,8,2,1,Plate_B,0.8495,9.67,0.5131,10826,-36.2,-19.9,-2.2
OBS_00449,PA14,16,AMP-247,8,2,2,Plate_B,0.8056,9.47,0.5812,12344,-29.2,-35.9,-16.5
OBS_00450,PA14,16,AMP-247,8,2,3,Plate_B,0.7104,9.18,0.5997,10953,-13.9,-40.2,-3.4
OBS_00451,PA14,16,AMP-247,12,2,1,Plate_B,0.8928,9.42,0.7458,13432,-21.7,-27.4,-8.7
OBS_00452,PA14,16,AMP-247,12,2,2,Plate_B,0.8682,10.05,0.4894,12067,-18.4,16.4,2.3
OBS_00453,PA14,16,AMP-247,12,2,3,Plate_B,0.8816,10.38,0.5427,14463,-20.2,7.3,-17.1
OBS_00454,PA14,16,AMP-247,24,2,1,Plate_B,1.0031,10.09,0.7775,13572,-14.5,-14.6,16.0
OBS_00455,PA14,16,AMP-247,24,2,2,Plate_B,1.0466,9.89,0.8027,13362,-19.5,-18.3,17.3
OBS_00456,PA14,16,AMP-247,24,2,3,Plate_B,1.0333,9.83,0.724,15795,-18.0,-6.7,2.3
OBS_00457,PA14,32,AMP-247,4,2,1,Plate_B,0.4991,9.79,0.4827,5898,-21.3,-57.2,4.9
OBS_00458,PA14,32,AMP-247,4,2,2,Plate_B,0.4865,9.24,0.437,8874,-18.2,-42.3,-43.0
OBS_00459,PA14,32,AMP-247,4,2,3,Plate_B,0.5445,9.73,0.4395,6988,-32.3,-43.1,-12.6
OBS_00460,PA14,32,AMP-247,8,2,1,Plate_B,0.7463,10.19,0.5284,11600,-19.7,-23.5,-9.5
OBS_00461,PA14,32,AMP-247,8,2,2,Plate_B,0.6929,9.94,0.7364,11738,-11.1,-72.1,-10.8
OBS_00462,PA14,32,AMP-247,8,2,3,Plate_B,0.7282,9.48,0.6996,11547,-16.8,-63.5,-9.0
OBS_00463,PA14,32,AMP-247,12,2,1,Plate_B,0.8192,9.74,0.5811,13345,-11.7,0.8,-8.0
OBS_00464,PA14,32,AMP-247,12,2,2,Plate_B,0.817,9.75,0.767,15269,-11.4,-31.0,-23.6
OBS_00465,PA14,32,AMP-247,12,2,3,Plate_B,0.8261,9.68,0.7313,11212,-12.6,-24.9,9.3
OBS_00466,PA14,32,AMP-247,24,2,1,Plate_B,1.0063,9.47,0.832,17048,-14.9,-22.6,-5.5
OBS_00467,PA14,32,AMP-247,24,2,2,Plate_B,1.0542,10.4,0.7442,13974,-20.4,-9.7,13.5
OBS_00468,PA14,32,AMP-247,24,2,3,Plate_B,1.0176,9.68,0.7241,16376,-16.2,-6.7,-1.3
OBS_00469,PA14,64,AMP-247,4,2,1,Plate_B,0.5176,9.39,0.3249,7057,-25.8,-5.8,-13.8
OBS_00470,PA14,64,AMP-247,4,2,2,Plate_B,0.561,9.48,0.4195,6881,-36.3,-36.6,-10.9
OBS_00471,PA14,64,AMP-247,4,2,3,Plate_B,0.4945,9.25,0.478,7246,-20.1,-55.6,-16.8
OBS_00472,PA14,64,AMP-247,8,2,1,Plate_B,0.722,10.26,0.4472,10001,-15.8,-4.5,5.6
OBS_00473,PA14,64,AMP-247,8,2,2,Plate_B,0.7406,9.79,0.4926,10766,-18.8,-15.2,-1.6
OBS_00474,PA14,64,AMP-247,8,2,3,Plate_B,0.8007,9.73,0.6319,8867,-28.4,-47.7,16.3
OBS_00475,PA14,64,AMP-247,12,2,1,Plate_B,0.8567,9.74,0.5549,11948,-16.8,5.2,3.3
OBS_00476,PA14,64,AMP-247,12,2,2,Plate_B,0.9148,10.67,0.7013,13317,-24.7,-19.8,-7.8
OBS_00477,PA14,64,AMP-247,12,2,3,Plate_B,0.8655,9.86,0.7959,15445,-18.0,-35.9,-25.0
OBS_00478,PA14,64,AMP-247,24,2,1,Plate_B,1.0552,10.29,0.8807,15243,-20.5,-29.8,5.7
OBS_00479,PA14,64,AMP-247,24,2,2,Plate_B,1.0859,10.12,0.7897,14005,-24.0,-16.4,13.3
OBS_00480,PA14,64,AMP-247,24,2,3,Plate_B,1.0093,10.09,0.7407,14657,-15.2,-9.2,9.3
OBS_00481,PA14,0,Vehicle,4,3,1,Plate_C,0.2588,8.57,0.2257,6665,37.1,26.5,-7.4
OBS_00482,PA14,0,Vehicle,4,3,2,Plate_C,0.1923,9.14,0.1466,4623,53.3,52.3,25.5
OBS_00483,PA14,0,Vehicle,4,3,3,Plate_C,0.2865,9.02,0.2231,4433,30.4,27.4,28.5
OBS_00484,PA14,0,Vehicle,8,3,1,Plate_C,0.5588,9.37,0.283,9381,10.4,33.8,11.5
OBS_00485,PA14,0,Vehicle,8,3,2,Plate_C,0.5009,9.3,0.4435,11765,19.7,-3.7,-11.0
OBS_00486,PA14,0,Vehicle,8,3,3,Plate_C,0.4121,9.89,0.3709,9100,33.9,13.3,14.1
OBS_00487,PA14,0,Vehicle,12,3,1,Plate_C,0.5042,9.49,0.5728,13919,31.3,2.2,-12.7
OBS_00488,PA14,0,Vehicle,12,3,2,Plate_C,0.627,9.62,0.4608,12162,14.5,21.3,1.6
OBS_00489,PA14,0,Vehicle,12,3,3,Plate_C,0.6098,10.0,0.6352,10795,16.9,-8.5,12.6
OBS_00490,PA14,0,Vehicle,24,3,1,Plate_C,0.7549,9.92,0.6196,16135,13.8,8.7,0.2
OBS_00491,PA14,0,Vehicle,24,3,2,Plate_C,0.8077,10.07,0.58,16070,7.8,14.5,0.6
OBS_00492,PA14,0,Vehicle,24,3,3,Plate_C,0.7633,10.18,0.6926,16828,12.8,-2.1,-4.1
OBS_00493,PA14,1,AMP-247,4,3,1,Plate_C,0.2376,9.07,0.1709,7310,42.3,44.4,-17.8
OBS_00494,PA14,1,AMP-247,4,3,2,Plate_C,0.2995,8.96,0.3364,5171,27.2,-9.5,16.6
OBS_00495,PA14,1,AMP-247,4,3,3,Plate_C,0.2547,9.22,0.2279,8176,38.1,25.8,-31.8
OBS_00496,PA14,1,AMP-247,8,3,1,Plate_C,0.4564,8.61,0.3185,10668,26.8,25.5,-0.7
OBS_00497,PA14,1,AMP-247,8,3,2,Plate_C,0.4357,9.07,0.2605,12945,30.1,39.1,-22.2
OBS_00498,PA14,1,AMP-247,8,3,3,Plate_C,0.5086,9.51,0.3888,8114,18.4,9.1,23.4
OBS_00499,PA14,1,AMP-247,12,3,1,Plate_C,0.5776,9.64,0.4016,13252,21.3,31.4,-7.3
OBS_00500,PA14,1,AMP-247,12,3,2,Plate_C,0.685,9.69,0.5168,11981,6.6,11.7,3.0
OBS_00501,PA14,1,AMP-247,12,3,3,Plate_C,0.7664,9.68,0.5022,12360,-4.5,14.2,-0.0
OBS_00502,PA14,1,AMP-247,24,3,1,Plate_C,0.8072,9.73,0.5384,15656,7.8,20.7,3.1
OBS_00503,PA14,1,AMP-247,24,3,2,Plate_C,0.7099,9.96,0.4905,14291,18.9,27.7,11.6
OBS_00504,PA14,1,AMP-247,24,3,3,Plate_C,0.8952,9.49,0.6238,16074,-2.2,8.1,0.5
OBS_00505,PA14,2,AMP-247,4,3,1,Plate_C,0.3019,8.66,0.1844,4797,26.7,40.0,22.7
OBS_00506,PA14,2,AMP-247,4,3,2,Plate_C,0.2936,8.87,0.2136,7815,28.7,30.5,-26.0
OBS_00507,PA14,2,AMP-247,4,3,3,Plate_C,0.3222,9.0,0.2018,5578,21.7,34.3,10.1
OBS_00508,PA14,2,AMP-247,8,3,1,Plate_C,0.5135,9.34,0.2475,9623,17.6,42.1,9.2
OBS_00509,PA14,2,AMP-247,8,3,2,Plate_C,0.46,9.46,0.4407,11715,26.2,-3.0,-10.5
OBS_00510,PA14,2,AMP-247,8,3,3,Plate_C,0.4511,9.7,0.3444,8959,27.7,19.5,15.5
OBS_00511,PA14,2,AMP-247,12,3,1,Plate_C,0.5311,9.73,0.4479,12731,27.6,23.5,-3.0
OBS_00512,PA14,2,AMP-247,12,3,2,Plate_C,0.6303,9.68,0.5683,11907,14.1,2.9,3.6
OBS_00513,PA14,2,AMP-247,12,3,3,Plate_C,0.6572,9.76,0.3553,15948,10.4,39.3,-29.1
OBS_00514,PA14,2,AMP-247,24,3,1,Plate_C,0.7967,9.58,0.6146,15377,9.0,9.4,4.8
OBS_00515,PA14,2,AMP-247,24,3,2,Plate_C,0.7075,9.76,0.5713,17935,19.2,15.8,-11.0
OBS_00516,PA14,2,AMP-247,24,3,3,Plate_C,0.7014,10.17,0.5972,14891,19.9,12.0,7.9
OBS_00517,PA14,4,AMP-247,4,3,1,Plate_C,0.3351,9.54,0.257,6209,18.6,16.3,-0.1
OBS_00518,PA14,4,AMP-247,4,3,2,Plate_C,0.3144,9.05,0.0709,10122,23.6,76.9,-63.2
OBS_00519,PA14,4,AMP-247,4,3,3,Plate_C,0.2778,8.83,0.1797,6433,32.5,41.5,-3.7
OBS_00520,PA14,4,AMP-247,8,3,1,Plate_C,0.4287,9.29,0.4261,10337,31.2,0.4,2.5
OBS_00521,PA14,4,AMP-247,8,3,2,Plate_C,0.5042,9.42,0.6271,9517,19.1,-46.6,10.2
OBS_00522,PA14,4,AMP-247,8,3,3,Plate_C,0.5419,9.84,0.3976,10145,13.1,7.1,4.3
OBS_00523,PA14,4,AMP-247,12,3,1,Plate_C,0.6117,9.14,0.3611,11947,16.6,38.3,3.3
OBS_00524,PA14,4,AMP-247,12,3,2,Plate_C,0.6757,9.96,0.418,13812,7.9,28.6,-11.8
OBS_00525,PA14,4,AMP-247,12,3,3,Plate_C,0.5792,9.78,0.4495,15333,21.0,23.2,-24.1
OBS_00526,PA14,4,AMP-247,24,3,1,Plate_C,0.708,10.02,0.4793,13329,19.2,29.4,17.5
OBS_00527,PA14,4,AMP-247,24,3,2,Plate_C,0.8412,9.94,0.5786,15720,3.9,14.7,2.7
OBS_00528,PA14,4,AMP-247,24,3,3,Plate_C,0.6916,9.54,0.5745,15517,21.0,15.3,4.0
OBS_00529,PA14,8,AMP-247,4,3,1,Plate_C,0.3043,8.48,0.3021,5125,26.1,1.6,17.4
OBS_00530,PA14,8,AMP-247,4,3,2,Plate_C,0.2786,9.06,0.3313,6001,32.3,-7.9,3.3
OBS_00531,PA14,8,AMP-247,4,3,3,Plate_C,0.3634,8.67,0.3278,7181,11.7,-6.7,-15.8
OBS_00532,PA14,8,AMP-247,8,3,1,Plate_C,0.4811,9.66,0.4026,9954,22.8,5.9,6.1
OBS_00533,PA14,8,AMP-247,8,3,2,Plate_C,0.3055,9.03,0.3337,10406,51.0,22.0,1.8
OBS_00534,PA14,8,AMP-247,8,3,3,Plate_C,0.4412,9.63,0.4685,9920,29.2,-9.5,6.4
OBS_00535,PA14,8,AMP-247,12,3,1,Plate_C,0.5705,9.92,0.5229,13967,22.2,10.7,-13.0
OBS_00536,PA14,8,AMP-247,12,3,2,Plate_C,0.659,9.23,0.5386,13380,10.2,8.0,-8.3
OBS_00537,PA14,8,AMP-247,12,3,3,Plate_C,0.6689,10.29,0.5054,13355,8.8,13.7,-8.1
OBS_00538,PA14,8,AMP-247,24,3,1,Plate_C,0.8528,10.19,0.6239,13140,2.6,8.1,18.7
OBS_00539,PA14,8,AMP-247,24,3,2,Plate_C,0.7528,9.49,0.5588,15950,14.0,17.6,1.3
OBS_00540,PA14,8,AMP-247,24,3,3,Plate_C,0.646,9.9,0.561,15517,26.2,17.3,4.0
OBS_00541,PA14,16,AMP-247,4,3,1,Plate_C,0.2725,8.94,0.087,9356,33.8,71.7,-50.8
OBS_00542,PA14,16,AMP-247,4,3,2,Plate_C,0.2443,9.29,0.3157,5715,40.6,-2.8,7.9
OBS_00543,PA14,16,AMP-247,4,3,3,Plate_C,0.2092,9.15,0.3517,6000,49.2,-14.5,3.3
OBS_00544,PA14,16,AMP-247,8,3,1,Plate_C,0.4827,9.69,0.4527,11384,22.6,-5.8,-7.4
OBS_00545,PA14,16,AMP-247,8,3,2,Plate_C,0.4859,9.69,0.3446,8502,22.1,19.4,19.8
OBS_00546,PA14,16,AMP-247,8,3,3,Plate_C,0.409,9.37,0.3717,9099,34.4,13.1,14.1
OBS_00547,PA14,16,AMP-247,12,3,1,Plate_C,0.6364,9.7,0.5183,12443,13.2,11.5,-0.7
OBS_00548,PA14,16,AMP-247,12,3,2,Plate_C,0.6595,9.12,0.3825,15595,10.1,34.7,-26.2
OBS_00549,PA14,16,AMP-247,12,3,3,Plate_C,0.6716,9.69,0.5535,12742,8.4,5.5,-3.1
OBS_00550,PA14,16,AMP-247,24,3,1,Plate_C,0.8081,10.06,0.5961,17447,7.7,12.1,-8.0
OBS_00551,PA14,16,AMP-247,24,3,2,Plate_C,0.7371,9.35,0.5459,13957,15.8,19.5,13.6
OBS_00552,PA14,16,AMP-247,24,3,3,Plate_C,0.6694,10.07,0.6691,14431,23.6,1.4,10.7
OBS_00553,PA14,32,AMP-247,4,3,1,Plate_C,0.3349,8.92,0.4166,6152,18.6,-35.6,0.8
OBS_00554,PA14,32,AMP-247,4,3,2,Plate_C,0.3566,9.21,0.3224,7736,13.4,-5.0,-24.7
OBS_00555,PA14,32,AMP-247,4,3,3,Plate_C,0.1121,9.19,0.1823,7358,72.8,40.6,-18.6
OBS_00556,PA14,32,AMP-247,8,3,1,Plate_C,0.4752,9.92,0.5543,10619,23.8,-29.6,-0.2
OBS_00557,PA14,32,AMP-247,8,3,2,Plate_C,0.4986,9.05,0.3584,7897,20.0,16.2,25.5
OBS_00558,PA14,32,AMP-247,8,3,3,Plate_C,0.5043,9.66,0.5274,10452,19.1,-23.3,1.4
OBS_00559,PA14,32,AMP-247,12,3,1,Plate_C,0.6186,9.96,0.5833,12746,15.7,0.4,-3.2
OBS_00560,PA14,32,AMP-247,12,3,2,Plate_C,0.6559,9.48,0.6,13958,10.6,-2.5,-13.0
OBS_00561,PA14,32,AMP-247,12,3,3,Plate_C,0.5518,10.01,0.5817,15077,24.8,0.7,-22.0
OBS_00562,PA14,32,AMP-247,24,3,1,Plate_C,0.7684,10.04,0.6277,16757,12.3,7.5,-3.7
OBS_00563,PA14,32,AMP-247,24,3,2,Plate_C,0.7237,9.57,0.4631,13265,17.4,31.7,17.9
OBS_00564,PA14,32,AMP-247,24,3,3,Plate_C,0.8475,10.26,0.6593,17915,3.2,2.8,-10.9
OBS_00565,PA14,64,AMP-247,4,3,1,Plate_C,0.2266,8.9,0.3749,5765,44.9,-22.1,7.1
OBS_00566,PA14,64,AMP-247,4,3,2,Plate_C,0.253,9.64,0.1617,9700,38.5,47.4,-56.4
OBS_00567,PA14,64,AMP-247,4,3,3,Plate_C,0.2471,8.91,0.2488,4587,40.0,19.0,26.1
OBS_00568,PA14,64,AMP-247,8,3,1,Plate_C,0.4094,9.41,0.3756,7347,34.3,12.2,30.7
OBS_00569,PA14,64,AMP-247,8,3,2,Plate_C,0.5705,9.04,0.3661,10436,8.5,14.4,1.5
OBS_00570,PA14,64,AMP-247,8,3,3,Plate_C,0.4784,9.32,0.4159,13410,23.3,2.8,-26.5
OBS_00571,PA14,64,AMP-247,12,3,1,Plate_C,0.6054,9.26,0.5005,13178,17.5,14.5,-6.7
OBS_00572,PA14,64,AMP-247,12,3,2,Plate_C,0.6553,9.55,0.4644,10669,10.7,20.7,13.6
OBS_00573,PA14,64,AMP-247,12,3,3,Plate_C,0.7719,10.17,0.5478,11691,-5.2,6.4,5.4
OBS_00574,PA14,64,AMP-247,24,3,1,Plate_C,0.8744,9.59,0.5017,14280,0.2,26.1,11.6
OBS_00575,PA14,64,AMP-247,24,3,2,Plate_C,0.8232,10.05,0.5843,19033,6.0,13.9,-17.8
OBS_00576,PA14,64,AMP-247,24,3,3,Plate_C,0.7763,10.15,0.5528,16201,11.4,18.5,-0.3
OBS_00577,Clinical_01,0,Vehicle,4,1,1,Plate_A,0.1209,8.89,0.3098,2975,54.9,-2.4,42.9
OBS_00578,Clinical_01,0,Vehicle,4,1,2,Plate_A,0.0541,8.72,0.1674,6131,79.8,44.7,-17.6
OBS_00579,Clinical_01,0,Vehicle,4,1,3,Plate_A,0.1754,8.79,0.1939,7138,34.6,35.9,-37.0
OBS_00580,Clinical_01,0,Vehicle,8,1,1,Plate_A,0.2347,9.42,0.2989,8620,49.0,24.1,-6.1
OBS_00581,Clinical_01,0,Vehicle,8,1,2,Plate_A,0.3347,9.23,0.1303,8227,27.2,66.9,-1.3
OBS_00582,Clinical_01,0,Vehicle,8,1,3,Plate_A,0.3206,8.71,0.3034,7926,30.3,22.9,2.4
OBS_00583,Clinical_01,0,Vehicle,12,1,1,Plate_A,0.346,9.23,0.3048,12404,40.7,29.0,-14.7
OBS_00584,Clinical_01,0,Vehicle,12,1,2,Plate_A,0.4279,8.97,0.4043,9897,26.6,5.9,8.5
OBS_00585,Clinical_01,0,Vehicle,12,1,3,Plate_A,0.4618,9.58,0.3074,8519,20.8,28.4,21.2
OBS_00586,Clinical_01,0,Vehicle,24,1,1,Plate_A,0.4438,8.77,0.3511,14306,33.1,33.1,-5.9
OBS_00587,Clinical_01,0,Vehicle,24,1,2,Plate_A,0.5867,9.38,0.4904,13224,11.6,6.6,2.1
OBS_00588,Clinical_01,0,Vehicle,24,1,3,Plate_A,0.47,9.9,0.4557,12166,29.2,13.2,10.0
OBS_00589,Clinical_01,1,AMP-247,4,1,1,Plate_A,0.1622,8.68,0.1722,4402,39.6,43.1,15.5
OBS_00590,Clinical_01,1,AMP-247,4,1,2,Plate_A,0.1009,8.11,0.1771,3471,62.4,41.5,33.4
OBS_00591,Clinical_01,1,AMP-247,4,1,3,Plate_A,0.1566,8.63,0.1891,6247,41.6,37.5,-19.9
OBS_00592,Clinical_01,1,AMP-247,8,1,1,Plate_A,0.2502,9.4,0.2605,8762,45.6,33.8,-7.9
OBS_00593,Clinical_01,1,AMP-247,8,1,2,Plate_A,0.3303,9.88,0.3421,6416,28.2,13.1,21.0
OBS_00594,Clinical_01,1,AMP-247,8,1,3,Plate_A,0.2344,8.69,0.1702,5963,49.1,56.8,26.6
OBS_00595,Clinical_01,1,AMP-247,12,1,1,Plate_A,0.3418,9.91,0.3848,10603,41.4,10.4,1.9
OBS_00596,Clinical_01,1,AMP-247,12,1,2,Plate_A,0.3926,9.58,0.4848,8738,32.7,-12.9,19.2
OBS_00597,Clinical_01,1,AMP-247,12,1,3,Plate_A,0.3559,9.0,0.3669,9846,39.0,14.6,8.9
OBS_00598,Clinical_01,1,AMP-247,24,1,1,Plate_A,0.514,9.1,0.4808,11281,22.6,8.4,16.5
OBS_00599,Clinical_01,1,AMP-247,24,1,2,Plate_A,0.3931,9.51,0.4092,13083,40.8,22.0,3.2
OBS_00600,Clinical_01,1,AMP-247,24,1,3,Plate_A,0.5476,10.06,0.4923,10082,17.5,6.2,25.4
OBS_00601,Clinical_01,2,AMP-247,4,1,1,Plate_A,0.1448,9.11,0.1615,5325,46.0,46.6,-2.2
OBS_00602,Clinical_01,2,AMP-247,4,1,2,Plate_A,0.0972,9.05,0.2711,6503,63.8,10.4,-24.8
OBS_00603,Clinical_01,2,AMP-247,4,1,3,Plate_A,0.1076,9.29,0.2312,6900,59.9,23.6,-32.4
OBS_00604,Clinical_01,2,AMP-247,8,1,1,Plate_A,0.3323,9.02,0.3998,8603,27.8,-1.6,-5.9
OBS_00605,Clinical_01,2,AMP-247,8,1,2,Plate_A,0.3158,9.14,0.2439,5478,31.4,38.0,32.6
OBS_00606,Clinical_01,2,AMP-247,8,1,3,Plate_A,0.2438,9.09,0.1337,8182,47.0,66.0,-0.7
OBS_00607,Clinical_01,2,AMP-247,12,1,1,Plate_A,0.3473,10.07,0.2795,10623,40.4,34.9,1.8
OBS_00608,Clinical_01,2,AMP-247,12,1,2,Plate_A,0.35,9.27,0.3352,11605,40.0,22.0,-7.3
OBS_00609,Clinical_01,2,AMP-247,12,1,3,Plate_A,0.3173,9.45,0.2334,13350,45.6,45.7,-23.5
OBS_00610,Clinical_01,2,AMP-247,24,1,1,Plate_A,0.5257,9.63,0.5883,12042,20.8,-12.1,10.9
OBS_00611,Clinical_01,2,AMP-247,24,1,2,Plate_A,0.5284,9.53,0.4986,14268,20.4,5.0,-5.6
OBS_00612,Clinical_01,2,AMP-247,24,1,3,Plate_A,0.4019,9.5,0.5006,13737,39.4,4.6,-1.7
OBS_00613,Clinical_01,4,AMP-247,4,1,1,Plate_A,0.2029,8.81,0.1681,3348,24.4,44.4,35.8
OBS_00614,Clinical_01,4,AMP-247,4,1,2,Plate_A,0.1369,8.73,0.1407,3579,49.0,53.5,31.3
OBS_00615,Clinical_01,4,AMP-247,4,1,3,Plate_A,0.1733,9.14,0.1906,6438,35.4,37.0,-23.5
OBS_00616,Clinical_01,4,AMP-247,8,1,1,Plate_A,0.1913,8.89,0.2988,9448,58.4,24.1,-16.3
OBS_00617,Clinical_01,4,AMP-247,8,1,2,Plate_A,0.2641,9.2,0.3178,7410,42.6,19.3,8.8
OBS_00618,Clinical_01,4,AMP-247,8,1,3,Plate_A,0.3289,9.27,0.345,8195,28.5,12.4,-0.9
OBS_00619,Clinical_01,4,AMP-247,12,1,1,Plate_A,0.4646,9.56,0.3198,10747,20.3,25.5,0.6
OBS_00620,Clinical_01,4,AMP-247,12,1,2,Plate_A,0.4139,9.18,0.4788,11112,29.0,-11.5,-2.8
OBS_00621,Clinical_01,4,AMP-247,12,1,3,Plate_A,0.3996,9.25,0.2994,9567,31.5,30.3,11.5
OBS_00622,Clinical_01,4,AMP-247,24,1,1,Plate_A,0.4883,9.52,0.4222,11233,26.4,19.6,16.9
OBS_00623,Clinical_01,4,AMP-247,24,1,2,Plate_A,0.482,9.61,0.3278,12901,27.4,37.5,4.5
OBS_00624,Clinical_01,4,AMP-247,24,1,3,Plate_A,0.5697,9.27,0.3929,13912,14.2,25.1,-3.0
OBS_00625,Clinical_01,8,AMP-247,4,1,1,Plate_A,0.05,9.46,0.2228,8204,81.4,26.3,-57.4
OBS_00626,Clinical_01,8,AMP-247,4,1,2,Plate_A,0.0779,8.94,0.02,3396,71.0,93.4,34.8
OBS_00627,Clinical_01,8,AMP-247,4,1,3,Plate_A,0.1026,8.55,0.0725,2951,61.8,76.0,43.4
OBS_00628,Clinical_01,8,AMP-247,8,1,1,Plate_A,0.3163,9.29,0.2596,9085,31.2,34.0,-11.9
OBS_00629,Clinical_01,8,AMP-247,8,1,2,Plate_A,0.3294,9.35,0.2626,9455,28.4,33.3,-16.4
OBS_00630,Clinical_01,8,AMP-247,8,1,3,Plate_A,0.3598,8.59,0.3911,5491,21.8,0.6,32.4
OBS_00631,Clinical_01,8,AMP-247,12,1,1,Plate_A,0.4584,9.23,0.4248,10767,21.4,1.1,0.4
OBS_00632,Clinical_01,8,AMP-247,12,1,2,Plate_A,0.3658,9.66,0.4447,8603,37.3,-3.5,20.4
OBS_00633,Clinical_01,8,AMP-247,12,1,3,Plate_A,0.3883,9.08,0.2844,11725,33.4,33.8,-8.4
OBS_00634,Clinical_01,8,AMP-247,24,1,1,Plate_A,0.5184,9.7,0.6423,12454,21.9,-22.4,7.8
OBS_00635,Clinical_01,8,AMP-247,24,1,2,Plate_A,0.5291,9.46,0.3858,12856,20.3,26.5,4.8
OBS_00636,Clinical_01,8,AMP-247,24,1,3,Plate_A,0.5133,9.57,0.3597,12707,22.7,31.5,5.9
OBS_00637,Clinical_01,16,AMP-247,4,1,1,Plate_A,0.0667,8.42,0.0469,5767,75.1,84.5,-10.6
OBS_00638,Clinical_01,16,AMP-247,4,1,2,Plate_A,0.0676,8.71,0.0745,6168,74.8,75.4,-18.3
OBS_00639,Clinical_01,16,AMP-247,4,1,3,Plate_A,0.1705,9.44,0.194,6785,36.5,35.9,-30.2
OBS_00640,Clinical_01,16,AMP-247,8,1,1,Plate_A,0.3224,8.7,0.2861,7610,29.9,27.3,6.3
OBS_00641,Clinical_01,16,AMP-247,8,1,2,Plate_A,0.2684,8.98,0.2897,11013,41.7,26.4,-35.6
OBS_00642,Clinical_01,16,AMP-247,8,1,3,Plate_A,0.2813,8.88,0.265,11193,38.9,32.7,-37.8
OBS_00643,Clinical_01,16,AMP-247,12,1,1,Plate_A,0.3254,8.9,0.3434,11460,44.2,20.0,-6.0
OBS_00644,Clinical_01,16,AMP-247,12,1,2,Plate_A,0.3877,9.11,0.2627,9382,33.5,38.8,13.2
OBS_00645,Clinical_01,16,AMP-247,12,1,3,Plate_A,0.4402,9.37,0.3571,10411,24.5,16.9,3.7
OBS_00646,Clinical_01,16,AMP-247,24,1,1,Plate_A,0.5601,9.82,0.3629,11043,15.6,30.9,18.3
OBS_00647,Clinical_01,16,AMP-247,24,1,2,Plate_A,0.5101,9.79,0.4979,12382,23.1,5.1,8.4
OBS_00648,Clinical_01,16,AMP-247,24,1,3,Plate_A,0.5683,9.23,0.4514,10384,14.4,14.0,23.1
OBS_00649,Clinical_01,32,AMP-247,4,1,1,Plate_A,0.1197,8.41,0.1044,6176,55.4,65.5,-18.5
OBS_00650,Clinical_01,32,AMP-247,4,1,2,Plate_A,0.0635,8.68,0.1684,6233,76.3,44.3,-19.6
OBS_00651,Clinical_01,32,AMP-247,4,1,3,Plate_A,0.1006,8.78,0.1839,4899,62.5,39.2,6.0
OBS_00652,Clinical_01,32,AMP-247,8,1,1,Plate_A,0.3164,9.18,0.2482,6387,31.2,36.9,21.4
OBS_00653,Clinical_01,32,AMP-247,8,1,2,Plate_A,0.2435,9.1,0.2934,10095,47.1,25.5,-24.3
OBS_00654,Clinical_01,32,AMP-247,8,1,3,Plate_A,0.1575,8.95,0.2166,6823,65.8,45.0,16.0
OBS_00655,Clinical_01,32,AMP-247,12,1,1,Plate_A,0.4059,9.74,0.4333,11412,30.4,-0.9,-5.5
OBS_00656,Clinical_01,32,AMP-247,12,1,2,Plate_A,0.372,8.73,0.2767,9603,36.2,35.6,11.2
OBS_00657,Clinical_01,32,AMP-247,12,1,3,Plate_A,0.4037,9.12,0.4827,11627,30.8,-12.4,-7.5
OBS_00658,Clinical_01,32,AMP-247,24,1,1,Plate_A,0.5275,9.41,0.3496,12376,20.5,33.4,8.4
OBS_00659,Clinical_01,32,AMP-247,24,1,2,Plate_A,0.6066,9.58,0.4543,13297,8.6,13.4,1.6
OBS_00660,Clinical_01,32,AMP-247,24,1,3,Plate_A,0.5596,9.73,0.4533,11619,15.7,13.6,14.0
OBS_00661,Clinical_01,64,AMP-247,4,1,1,Plate_A,0.0858,8.89,0.2156,3272,68.0,28.7,37.2
OBS_00662,Clinical_01,64,AMP-247,4,1,2,Plate_A,0.216,8.55,0.0322,1832,19.5,89.4,64.9
OBS_00663,Clinical_01,64,AMP-247,4,1,3,Plate_A,0.0524,8.98,0.1611,6142,80.5,46.7,-17.8
OBS_00664,Clinical_01,64,AMP-247,8,1,1,Plate_A,0.2265,8.97,0.3547,7360,50.8,9.9,9.4
OBS_00665,Clinical_01,64,AMP-247,8,1,2,Plate_A,0.2328,9.0,0.2986,7955,49.4,24.1,2.1
OBS_00666,Clinical_01,64,AMP-247,8,1,3,Plate_A,0.2869,8.8,0.3446,7079,37.6,12.5,12.8
OBS_00667,Clinical_01,64,AMP-247,12,1,1,Plate_A,0.4201,9.25,0.2284,8642,28.0,46.8,20.1
OBS_00668,Clinical_01,64,AMP-247,12,1,2,Plate_A,0.4454,8.51,0.3275,8976,23.6,23.7,17.0
